user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Open Sight Hampshire,Hampshire,"We are a #Hampshire UK registered  #charity providing a lifetime of support & services to #VisuallyImpaired #Blind  Children, young people & Adults.",27/6/2011 9:14,2211,1713,2419,FALSE,25/7/2020 11:30,"#Paypal is a quick and easy way to support us, as we continue to support #VisuallyImpaired #Children, Young People… https://t.co/eUSfTGrrj8","['Paypal', 'VisuallyImpaired', 'Children']",Twitter for iPad,FALSE
Reena Menezes,bengaluru,"Insurance Advisor, Reach me on 9945464862 or 8123456979",30/10/2010 9:15,25,27,14,FALSE,25/7/2020 11:30,🔯 Health Insurance policy comes with immediate daily cash benefits in the event of hospitalization to take care of… https://t.co/QU73cwSBVT,,Twitter Web App,FALSE
NeoGrowth Credit,"Mumbai, Maharashtra","#NeoGrowth Credit Pvt Ltd is a Pioneer in #SME digital lending space, providing short-term unsecured loans to #businesses",10/12/2015 6:36,1128,402,652,FALSE,25/7/2020 11:30,"“Why small businesses should use cause marketing to build their own brand”, Mr. Luvneet Amin, Director, Pinnacle Ma… https://t.co/elKm3laTKA",,Twitter Web App,FALSE
Philippine Medical Students COVID-19 Portal,,"https://t.co/VZDSCC6WSw
Modules: https://t.co/wWsq5kc5Ma",18/4/2020 7:51,672,2141,19,FALSE,25/7/2020 11:30,"Due to circumstances brought about by COVID-19, med schools have shifted to online platforms in order to continue… https://t.co/zZdFbPXeH7",,Twitter Web App,FALSE
Indian Feminism,India,Smashing the patriarchy the desi way! Sub-account of @FeminismInIndia #IndianFeminism #IntersectionalFeminism #IntersectionalIndianFeminism,25/7/2016 13:36,2683,197,379,FALSE,25/7/2020 11:30,"According to HarleenWalia, Deputy Director of Childline India, the number of calls on their helpline since the lock… https://t.co/U3d9Lvg9r0",,TweetDeck,FALSE
Yahoo India,World Wide Web,"Get all the latest news and info from the world of politics, sports, lifestyle, world news, technology and more - all in one place! RTs not endorsements",28/8/2009 4:44,102268,163,141,TRUE,25/7/2020 11:30,"MP CM Shivraj Singh Chouhan tests positive for COVID-19

https://t.co/9SxxfRj0YH

#ShivrajSinghChouhan #Covid19","['ShivrajSinghChouhan', 'Covid19']",TweetDeck,FALSE
Solihull Council,"Solihull, England",Solihull Council's official Twitter feed is only updated during office hours. We can’t guarantee seeing all tweets so pls report service issues via our website,27/3/2009 9:28,22017,636,429,TRUE,25/7/2020 11:30,"If contacted by the NHS Test and Trace system, please do as instructed and self isolate.

This will help break the… https://t.co/psJL9yaevh",,Twitter Web App,FALSE
Prajnya Initiatives,Chennai,"We work, with your support, towards a peaceful, gender equal and just world through research, public awareness, peace education and capacity-building.",2/1/2009 0:56,2346,587,298,FALSE,25/7/2020 11:30,@RStweet18 writes about #DomesticViolence during #COVID19 placing it in the broader context of other violence and d… https://t.co/gj0fzIu4d8,"['DomesticViolence', 'COVID19']",TweetDeck,FALSE
IDK 🤷🏾‍♂️,In The Lab 👨🏾‍💻,"Recognize.
Revamp.
Return.
🗣🕴🏾✍🏾",16/7/2010 6:16,1339,1949,101540,FALSE,25/7/2020 11:29,"75.6K More Cases
31.5K Recoveries 
1.2K Deaths
#COVID19 #coronavirus https://t.co/wTH8I7Fq1A","['COVID19', 'coronavirus']",Twitter for Android,FALSE
Western Sahara Fact Check,,"Because issues surrounding the #WesternSahara dispute triggers so much propaganda, fake news and poor objective media coverage, let's do some fact checking",14/10/2019 9:57,138,56,14,FALSE,25/7/2020 11:29,Health officials in #Tindouf refugee camps confirmed that the 4 #COVID19 suspected cases turned out to be positive.… https://t.co/8wXbzqoP3X,"['Tindouf', 'COVID19']",Twitter for iPhone,FALSE
The Great British Soap Company,"Leeds, England",LAUNCHING AUTUMN 2020 | Zero Imported Ingredients | 100% Natural & Handmade | Incredibly Low Carbon Footprint | WIN FREE SOAP FOR LIFE! #GBSoap,31/3/2020 11:48,0,0,0,FALSE,25/7/2020 11:29,"Sneaky peek at our packaging concept!

#GBSoap #BritishSoap #UKSoap #YorkshireSoap #NaturalSoap #SoapBar #SoapMaker… https://t.co/tZYgQEaveP","['GBSoap', 'BritishSoap', 'UKSoap', 'YorkshireSoap', 'NaturalSoap', 'SoapBar', 'SoapMaker']",Twitter for Android,FALSE
Kill Amethyst,"Detroit, MI","Screamotrap Rapper/Popstar

There is a beast in man that should be exercised, not exorcised. - Anton LaVey",29/5/2019 3:51,64,29,29,FALSE,25/7/2020 11:29,"NEW ALBUM ""DEATH TO EVERYONE"" DROPPING AUGUST 9TH!!! 
https://t.co/8m5piJ7RDe
#COVID19 #유타버블 #BlackIsKing… https://t.co/RrCTtfY456","['COVID19', '유타버블', 'BlackIsKing']",Twitter for Android,FALSE
Santa Soaked,Planet Earth,A illustrated trilogy for children of all ages! Santa's spiritual rude awakening as the #climatecrisis melts the North Pole into open ocean. V.1 coming 11/2020.,17/12/2019 7:05,38,386,153,FALSE,25/7/2020 11:29,A milestone!  I've drawn my first climate skeptic trolls. What will be fascinating is watching their fate much as… https://t.co/3ZtmKhRSpt,,Twitter Web App,FALSE
ChristineandJasper,"Toronto, Ontario","I want more than anything to be a published writer 📝
I ❤ Weight Lifting & Calesthenics 💪
Training in the art of Improv / Stand Up Comedy 😆
Hablo Espanol 🧠",3/9/2017 2:06,242,267,23473,FALSE,25/7/2020 11:29,"The guy in line ahead of me in the convenience store told me I look better without my face mask. 
Is this a Covid C… https://t.co/co94QsEtUN",,Twitter for iPhone,FALSE
Brandon Claasen,"Stellenbosch, South Africa",Family first. Wine Industry Professional. Business Owner. SA News Advocate. Sports Lover,14/12/2019 9:44,17,52,211,FALSE,25/7/2020 11:29,Just finished my second batch of Gin... Not revealing my Brand as yet. Watch this space @evanjohn77 #ginlovers… https://t.co/BmBLAO2sv8,['ginlovers'],Twitter for Android,FALSE
PH Weather Update,Republic of the Philippines,"this page gives updates on tropical cyclones, earthquakes, volcanic eruptions in the philippines",25/8/2019 16:24,1472,4,89,FALSE,25/7/2020 11:29,"2 HURRICANES ARE SET TO STRIKE U.S.

#TropicalStormHanna threatens Texas with heavy rains, rough waters and strong… https://t.co/zSbTvQ3TiB",['TropicalStormHanna'],Twitter for iPhone,FALSE
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",6/12/2017 22:18,17161,3,2,TRUE,25/7/2020 11:29,🖋 Sign “Request for urgent support of Long Covid patients” and I’ll deliver a copy to your officials:… https://t.co/TLcX65azQV,,Resistbot Open Letters,FALSE
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13/7/2010 21:58,26108,26003,2,FALSE,25/7/2020 11:29,"ALERT: Massive protest against governor's arrest challenges
Kremlin - Global Pandemic News | #Coronavirus #COVID19… https://t.co/wiWQCHdUxK","['Coronavirus', 'COVID19']",GlobalPandemic.NET,FALSE
Dave Taskis,"Darkest Essex, UK","Despairing parent, seeking recovery of money squandered on childrens' education. Although, they seem to have turned out alright.

Ex-hydrogeologist.",15/5/2011 12:24,174,211,4025,FALSE,25/7/2020 11:29,"UK Government preparations for a #COVID19 #SecondWave continue, as more premises given permission to re-open.… https://t.co/dgqCV4go0R","['COVID19', 'SecondWave']",Twitter Web App,FALSE
Sanjat Kanjilal,"Boston, MA",Lecturer @DeptPopMed @harvardmed | ID physician & Associate Medical Director of Microbiology @BrighamWomens | I study AMR / next gen dx using real life data,4/5/2013 22:27,1288,302,1776,FALSE,25/7/2020 11:29,"When Is a #covid19 Test Not a Coronavirus Test? https://t.co/QahDcVYWgh

Less sensitive, easier to tolerate, cheap,… https://t.co/sdXnxXoIoL",['covid19'],Twitter Web App,FALSE
Katie Ellis Carrigg,Liverpool - England,"Senior Manager-Sport,Wellbeing & Communities: Yorkshire & proud:#SWFC fan: netballer/runner/horse rider: passionate about #womeninsport #womeninfootball BSc,MSc",23/5/2011 19:18,724,1067,2173,FALSE,25/7/2020 11:29,Good to back! Well done @DWFitnessFirst for getting your gyms up and running. The leisure sector smashing it today!… https://t.co/s8g17SbIbL,,Twitter for iPhone,FALSE
covidnews.ch,Switzerland,"Coronavirus Statistics, Information & News",21/3/2020 16:13,352,1881,148,FALSE,25/7/2020 11:29,"#CoronaInfoCH #COVID19 #corona #worldnews 
South Texas prepares for Tropica...
https://t.co/BKYU0H8V0y","['CoronaInfoCH', 'COVID19', 'corona', 'worldnews']",FS Poster,FALSE
TU PRWR,,,12/7/2017 15:20,37,120,75,FALSE,25/7/2020 11:29,"As the primary sponsors for #BaltimoreWritersConference, we're sad it won't happen this year. Keep reading and writ… https://t.co/Yo6pgXZTez",['BaltimoreWritersConference'],Twitter Web App,FALSE
covidnews.ch,Switzerland,"Coronavirus Statistics, Information & News",21/3/2020 16:13,352,1881,148,FALSE,25/7/2020 11:29,"#CoronaInfoCH #COVID19 #corona #worldnews 
Asia Today: SKorea records 113 ne...
https://t.co/q04v1xTvxw","['CoronaInfoCH', 'COVID19', 'corona', 'worldnews']",FS Poster,FALSE
Digamber Karekar,Mumbai,Our Future is in Our Hands,26/2/2015 13:44,84,376,2815,FALSE,25/7/2020 11:29,How will such leaders control #COVID19 in Rajasthan? @MoHFW_INDIA @DrHVoffice @ashokgehlot51 https://t.co/DeZIkrCQWg,['COVID19'],Twitter Web App,FALSE
Tolu. O.,Asaba |Abuja | Lagos | Toronto,Digital Comms || Lawyer || DD lover || Mufc & Gsw,15/3/2010 12:45,9218,4067,5079,FALSE,25/7/2020 11:29,Imagine #COVID19 stopping this slay today!!!! Saturday’s are for weddings😍😍😍🤝🤝🤝 https://t.co/GqdOUuPqvx,['COVID19'],Twitter for iPhone,FALSE
Sharon-S,United Kingdom,"Radiographer, photographer, lecturer & tutor. Retweets of the interesting/controversial. This means I do not necessarily agree with retweets. Opinions my own.",27/2/2012 17:37,1614,3575,68270,FALSE,25/7/2020 11:29,Hope there’s no spike. #COVID19 The numbers stay stubborn on new cases in England at just under 4000 new cases.… https://t.co/2nIMtBLHDL,['COVID19'],Twitter for iPhone,FALSE
VoteNoMalley,Snarkytown,"Snark-snark.  Conservative, yet realistic Carroll County resident. Father of a cancer survivor!",15/9/2012 20:54,126,537,8863,FALSE,25/7/2020 11:29,"Congratulations, California!  Los Angeles’ diligent efforts to have fun and fuck safety now have you in first place… https://t.co/5dEbn7AE13",,Twitter for iPhone,FALSE
growglobal,"Tampa, FL",International Trade Advisory Services | Market Entry Support | Global Regulatory Compliance | Foreign Direct Investment | Trade Management | Workforce Training,20/7/2018 23:21,160,371,7554,FALSE,25/7/2020 11:29,Don’t be fooled! @realDonaldTrump is in court suing to eliminate healthcare insurance coverage! Citizens without me… https://t.co/09T6iIg9Ec,,Twitter for iPhone,FALSE
Musa Omare #MwananchiMarket,Kenya,"AgricEconomist | DevCommunication | Building Communities |
Founder @MwananchiMarket 
https://t.co/h0qYm8lKmd
https://t.co/5Ep6lFEms4",17/9/2014 7:10,1186,668,8450,FALSE,25/7/2020 11:29,"Covid-19 is lethal. Destroys body and kills life, business and social relations. Don't drop your guard. MNO2020… https://t.co/VasrmXMsFq",,Twitter for Android,FALSE
Johan Van Weyenbergh,#Leuven #Bahia,"Researcher in #HTLV #HIV #NTDs respiratory viruses and vaccine response. ""Nothing in #human #immunology makes sense outside the light of #clinical #evolution""",2/6/2013 15:46,2083,2921,100936,FALSE,25/7/2020 11:29,"Wow, #ERV messing up the  #COVID19 interferon vs. Receptor story!!! Tissue-specific and interferon-inducible expres… https://t.co/XpOQWDnoTg","['ERV', 'COVID19']",Twitter for Android,FALSE
Coronavirus_Scotland,,The latest #coronavirus #COVID19 news from @dct_media news titles,15/3/2020 13:00,524,0,0,FALSE,25/7/2020 11:29,Coronavirus in Scotland – tracking the recovery https://t.co/ihHEX5r9kQ #coronavirus #covid19,"['coronavirus', 'covid19']",dlvr.it,FALSE
Maurizio Cardi,,,4/4/2020 10:26,11,77,95,FALSE,25/7/2020 11:29,Impact of SARS‐CoV‐2 on elective surgical volume in Tuscany: effects on local planning and resource prioritization.… https://t.co/D2liqnBkDf,,Twitter Web App,FALSE
Everything Experiential,India,A Businessworld Group entity focussed at strategic brand-side marketers and event agencies across the spectrum of experiential marketing.,2/4/2014 14:43,1073,246,1506,FALSE,25/7/2020 11:29,Hosting 5 Different Types of Virtual Events in Covid times: Anchor Swati Sharma https://t.co/9f1nCmV0fI… https://t.co/Gqi5WKLt0m,,Twitter Web App,FALSE
Imtiaz J,UK,no one reaps what he did not sow.  Enjoin good and forbid evil within your capabilities.,29/4/2009 14:51,516,2016,1019,FALSE,25/7/2020 11:29,"Incredible Twitter thread of 'Premier League managers as Simpsons characters' goes viral
#PremierLeague #COVID19… https://t.co/qm4eEkM2b1","['PremierLeague', 'COVID19']",Twitter for Android,FALSE
Pam Anderson,"Atlanta, GA",,31/1/2017 0:37,12,92,814,FALSE,25/7/2020 11:28,@GovKemp @GaDPH Also a new high for cases. This is not due to more testing. Our hospitals are filling up and people… https://t.co/J153FqSRPv,,Twitter for iPhone,FALSE
The Theological Scientist,"Greer, SC","Christian, chemist, professor, amateur philosopher. Former worker in deep dark places. Twenty-year vet, son, and son-in-law of a vet. Married to @Jojomarks81",8/8/2012 23:47,181,302,1232,FALSE,25/7/2020 11:28,More cases + lower death rate = herd immunity is operational. It is time to rebuke the fear and exhort the living t… https://t.co/PdcmNOn4hY,,Twitter Web App,FALSE
Puleza🇿🇦,turfloop ,ARt made me!!,6/4/2020 19:33,3,9,22,FALSE,25/7/2020 11:28,"Selling Tupperware....... Very convenient homeware.... Get your today...

Based in limpopo  🚚 Nationwide.
Contact i… https://t.co/CIVahKNxd3",,Twitter for Android,FALSE
mpetrus,,When real food is your medicine then doctors/drugs are not needed. 56 is the new 26,24/10/2010 0:24,845,695,21327,FALSE,25/7/2020 11:28,#Plandemic is trending which seems odd. It's been banned in so many places. If you didn't read the book then consid… https://t.co/RwlKfFgaT4,['Plandemic'],Twitter Web App,FALSE
Patrick Henningsen,USA,"Independent global affairs analyst, journalist, radio host, TV broadcaster, and fierce critic of mainstream media propaganda. https://t.co/Z9REP739Jx",23/10/2008 22:03,47832,2557,25362,TRUE,25/7/2020 11:28,"How does the non-aggression principle apply to the current raft of state-issued public health mandates? 
#COVID19… https://t.co/DNqk93SC6C",['COVID19'],Twitter Web App,FALSE
covidnews.ch,Switzerland,"Coronavirus Statistics, Information & News",21/3/2020 16:13,352,1881,148,FALSE,25/7/2020 11:28,"#CoronaInfoCH #COVID19 #corona #worldnews 
Boeing to delay 777X as demand drops...
https://t.co/0Zt5BocWBC","['CoronaInfoCH', 'COVID19', 'corona', 'worldnews']",FS Poster,FALSE
Ariel Zevon,"Peacham, VT",human. female. mother. daughter. sister. homesteader. artist. songwriter. die-hard socialist. anarchist. anti-patriot. activist. IOW: a real piece of work.,9/2/2009 22:38,249,408,3739,FALSE,25/7/2020 11:28,"Politicize about face masks and free speech and whatever charades of bullshit you want, but DO NOT POLITICIZE THE W… https://t.co/3z87ik8VV8",,Twitter for iPhone,FALSE
M J Tours & Travels,"Chennai(HO),Madurai,Coimbatore","M J Tours & Travels is a premium car rental company operating in Chennai, Madurai & Coimbatore",17/6/2020 11:51,1,0,0,FALSE,25/7/2020 11:28,"We are with you at every situation!For bookings call us @  
 +91 9841581818                   #covid19  #chennai… https://t.co/ZRiIHTMrSw","['covid19', 'chennai']",Twitter for Android,FALSE
Steven Dale,,Abolish the police.,30/4/2020 7:26,3,13,8,FALSE,25/7/2020 11:28,I will be having a test for #COVID19 which I am sure will be negative.,['COVID19'],Twitter for Android,FALSE
Neville Hobson,Thames Valley,"Digital natural. Communicator. Blogger. Podcaster. Occasional test pilot of shiny new objects. Director, Digital Marketing @internetsociety. Opinions my own.",7/12/2006 12:46,13981,3240,3706,TRUE,25/7/2020 11:28,The latest The Neville Hobson Daily! https://t.co/EKSf2Exzgy Thanks to @Godders99 @alantlwilson #carnaval #covid19,"['carnaval', 'covid19']",Paper.li,FALSE
Sambad English,Odisha,"Odisha Sun Times is now Sambad English. We cover Breaking News, Alerts & Feature Articles.

Join us on: https://t.co/dVPFiHHyyo",12/11/2013 8:17,34744,4,7,FALSE,25/7/2020 11:28,"#Odisha: Four children among 35 test positive for #COVID19 in Cuttack city 

https://t.co/SWzrcn2woL","['Odisha', 'COVID19']",Twitter Web App,FALSE
🇨🇦@womenraised🇺🇸,CANADA,"🌟Gen X🌟

""Politically Incorrect"" with #MAGA Losers.
They GET what they GIVE.
I'm a Proud & Angry #Libtard

Scottish Catholic Liberal Whovian
He/Him
#Resist",9/2/2020 19:05,119,285,2291,FALSE,25/7/2020 11:28,"@KathyMattsson They HAD to see this coming!

.@realDonaldTrump's ""Cult of Personality""
was attractive AT A DISTANCE… https://t.co/1yYbQC9NOX",,Twitter Web App,FALSE
Dr Zoë Hyde,"Perth, Western Australia.","Epidemiologist, Neue Deutsche Härte fan, avid reader of science fiction, contrarian.

Opinions are my own and not the views of my employer.",30/1/2020 8:20,10902,185,849,FALSE,25/7/2020 11:28,"13. Even if most children do not seem to become seriously ill with #COVID19, they likely play a role in community t… https://t.co/W93rPyHcmu",['COVID19'],Twitter Web App,FALSE
ً,,,19/4/2012 6:36,14561,4949,35389,FALSE,25/7/2020 11:28,"When the #Covid19 cases number is going up back, let’s practise #StayAtHome like a champion 🏆🇲🇾 https://t.co/XO4QDvewZZ","['Covid19', 'StayAtHome']",Twitter for iPhone,FALSE
DEPLORABLESus #MAGA,"Tennessee, USA",#Conservative #Christian #Married #EndBSL #TCOT #AdoptDontShop #IStandWithIsrael #NRA #TRUMP #Pray #KAG followed by @JamesRosenTV @WashTimes @realMikeLindell,6/1/2011 15:37,14269,13077,7786,FALSE,25/7/2020 11:28,"Gunshot To Head, Parkinson's Disease, Deaths In Palm Beach Incorrectly Attributed To #COVID19 https://t.co/at5v89Jw4C #ChinaVirus","['COVID19', 'ChinaVirus']",Twitter Web App,FALSE
Liu Bao Bei,,"Humans can be good, but it's going to take work.",2/4/2020 22:00,105,75,4451,FALSE,25/7/2020 11:28,"@RuDauntless It's reasonable.

Having lived in China, I have never considered him their leader. More like their cap… https://t.co/fE8wmshEtG",,Twitter for Android,FALSE
Val 😷🇪🇺🇬🇧🔶️ #FBPE #Rejoin #MakeVotesMatter,,"Liberal minded people must not give in or give up. It's our future too.
Johnson and his cronies must be held to account.
#Brexit #coronavirus",31/5/2010 18:46,3563,4611,182413,FALSE,25/7/2020 11:28,"The Arts and cultural industries are worth far more to the economy, and far more enjoyable, than fish. Why aren't t… https://t.co/0KjKRNgvdV",,Twitter for Android,FALSE
Bianca Kotze,"Cape Town, South Africa","@bee_the_cool_kid
Artist
Hairstylist in Previous life
Cannabis grower
Fibromyalgia Blogger: CapeTownFibroChick
World Lover",10/10/2010 5:45,52,232,494,FALSE,25/7/2020 11:28,Hi @GOVNorway @BMZ_Bund @Irish_Aid @Sida — #COVID19 may trigger a global food crisis and push many more people into… https://t.co/2iwHy88kfn,['COVID19'],Global Citizen Mobile App,FALSE
Abhinav Bora,"Jorhat,Assam,India,Asia,Earth","Human, humane.",20/3/2011 6:09,36,56,14,FALSE,25/7/2020 11:28,"#covid19 #jmch father of a friend of mine has been in JMCH for four days owing to corona, the family members are re… https://t.co/i29IUHH3Y7","['covid19', 'jmch']",Twitter Web App,FALSE
Bianca Kotze,"Cape Town, South Africa","@bee_the_cool_kid
Artist
Hairstylist in Previous life
Cannabis grower
Fibromyalgia Blogger: CapeTownFibroChick
World Lover",10/10/2010 5:45,52,232,494,FALSE,25/7/2020 11:28,👋🏻@PattyHajdu @NavdeepSBains — no one will be safe from #COVID19 until everyone is safe. Will you commit to ensure… https://t.co/TWmokMHlEP,['COVID19'],Global Citizen Mobile App,FALSE
GowshikMathi,,,14/1/2018 15:22,1,13,103,FALSE,25/7/2020 11:28,Cancel neet exam 2020 this is a critical situation at this moment conducting exam at safe way is not possible stude… https://t.co/diz5EppVEk,,Twitter Web App,FALSE
Matt Martin,"London, England",Just your regular guy making my way through life. Married with 2 boys & wasting my weekends following the Spurs!,22/11/2010 21:25,86,346,335,FALSE,25/7/2020 11:28,@SpursOfficial’s stadium is being lined up to pilot a return of fans to grounds. With a capacity of 62k it’s believ… https://t.co/BtYmbd6VYI,,Twitter for iPhone,FALSE
ملکMalik,,,16/5/2009 23:58,3007,4952,2532,FALSE,25/7/2020 11:28,"“raids by the authorities pushed prices slowly down, and more production units had been set up as major textile fir… https://t.co/Oxj6zG06JS",,Twitter for iPhone,FALSE
The AssarV10 Team™©,"California, USA",The AssarV10 Team™©,23/12/2015 7:40,2565,779,9732,FALSE,25/7/2020 11:28,Social Media Has Turned Bill Gates Into The Coronavirus Pandemic’s Fake Villain https://t.co/bHuCfuMoCj  👈 click th… https://t.co/YyPI4T41zR,,assarofficial,FALSE
Mark Wolff,Universal,"Sports Nutritionist, Coach, Sports Physiology Expert, Fitness Freak, Endurance Athlete, Mentor, Writer, Speaker, Human Being @32Gi @RapidRecover",2/4/2011 19:28,4500,2360,819,FALSE,25/7/2020 11:28,Covid has caught many by surprise and some asymptomatic. Our findings over the last few weeks have been quite an ey… https://t.co/XcWp4DkCXw,,Twitter for iPhone,FALSE
COVID-19: The Numbers,"Florida, USA",A robot that tweets the numbers behind COVID-19. Built by @al5ina5.,21/7/2020 8:53,14,87,3,FALSE,25/7/2020 11:28,#Coronavirus in #Moldova: There is a total of 726 confirmed deaths from #COVID19.,"['Coronavirus', 'Moldova', 'COVID19']",Sebastian's Twitter Bot,FALSE
Mark Albert,"Washington, D.C.","Chief National Investigative Correspondent, @HearstTV; Peabody Award winner; former @CBSNews. Mail docs: 1100 13th St NW 950, DC 20005; malbert@hearst.com",29/4/2009 1:41,4220,127,31,TRUE,25/7/2020 11:27,"Millions face homelessness as end of #COVID19 pandemic eviction moratorium looms, @CBSNews rpts: https://t.co/pTZkdl8AbY",['COVID19'],Twitter for iPhone,FALSE
washpastud,,,19/3/2019 22:54,35,1265,1464,FALSE,25/7/2020 11:27,"Saturday is August, has this been the fastest longest year ever?#COVID19",['COVID19'],Twitter for Android,FALSE
#ACL2020,#ACL2020,The Official AFC Champions League Twitter Account.,20/6/2011 4:39,270053,338,1478,TRUE,25/7/2020 11:27,Xavi is recovering in isolation after testing positive for #COVID19! https://t.co/s1vByqy8sS,['COVID19'],Sprout Social,FALSE
angrywebmaster,Somewhere over the rainbow,I am the Angry Webmaster,19/5/2008 15:59,162,167,191,FALSE,25/7/2020 11:27,Los Angeles Teachers union demand police defunding #UTLA #EpicFail #KungFlu #Covid19 #Education #Tigermoms #Schools… https://t.co/ev0OCeeJe8,"['UTLA', 'EpicFail', 'KungFlu', 'Covid19', 'Education', 'Tigermoms', 'Schools']",WordPress.com,FALSE
InceptiveMind,India,"Create, Share, and Inspire",7/9/2017 5:16,142,27,247,FALSE,25/7/2020 11:27,"Shane Wighton made a robot to cut his hair with scissors.
#QuarantineLife #haircut #Robot #COVID19 
https://t.co/LG7vy9sdG8","['QuarantineLife', 'haircut', 'Robot', 'COVID19']",Twitter Web App,FALSE
#FocusOnYourself,"Brookhaven, GA",Sometimes you just have to go with the flow ... 🙇🏻‍♀️😏,3/5/2018 12:10,12039,8760,77,FALSE,25/7/2020 11:27,Due to #COVID19 aka #Coronavirus Ill be sending the first 350 people that like &amp; retweet this up to $3000 through c… https://t.co/frpvcCIbnp,"['COVID19', 'Coronavirus']",Twitter for iPhone,FALSE
Clinton Dè Creator,U.S.I (United State of Ife)OAU,"#AfroPop Artist 
#OAU_ENGLISH
#Extrovert
#Literatus
#Poet
Follow and I will follow back

#Stage Name: Mayorclinton",22/6/2019 21:05,1805,2080,7858,FALSE,25/7/2020 11:27,Thank God!  My cousin just got recovered from #Covid19,['Covid19'],Twitter Web App,FALSE
Salarpuria Sattva,Bangalore,Official Twitter Channel of India's Foremost #RealEstate Developer - #SalarpuriaSattva.,21/11/2012 6:48,1159,143,777,FALSE,25/7/2020 11:27,"The battle ground has moved from hospitals to the streets, to our offices &amp; homes. 

Together, we can join forces i… https://t.co/9CC3Dn0N57",,Twitter Web App,FALSE
Dr John Stanton #ClimateEmergency #ScotlandXr,"Edinburgh, Scotland",Formerly of Brighton,1/5/2015 18:04,126,199,8895,FALSE,25/7/2020 11:27,This is a stark reminder the #ClimateEmergency is now a #ClimateCrisis w/ everyone is looking at #Covid19. Heatwave… https://t.co/xXFAaAI9qQ,"['ClimateEmergency', 'ClimateCrisis', 'Covid19']",Twitter Web App,FALSE
Liu Bao Bei,,"Humans can be good, but it's going to take work.",2/4/2020 22:00,105,75,4451,FALSE,25/7/2020 11:27,"It's reasonable.

Having lived in China, I have never considered him their leader. More like their captor.

Referri… https://t.co/2Yqlw3vndK",,Twitter for Android,FALSE
*N*I*N*E-T*E*E*N🥇🏆,,Mostly talk shit. #YNWA,23/1/2016 18:48,164,404,35583,FALSE,25/7/2020 11:27,"@sainsburys Yet your delivery drivers don’t wear one, and touched my father in law whose shielding.....nice one hyp… https://t.co/zakwsmbEnF",,Twitter for iPhone,FALSE
Anella Harmeyer,"Michigan, USA",Freelance writer for hire. #Freelancewriter,27/2/2009 4:33,527,1537,32758,FALSE,25/7/2020 11:27,Adams County food inspector says she disagrees with the mask mandate – WPTA21 Someone should not have a job.… https://t.co/hXXDlXpnt2,,Twitter for iPhone,FALSE
PhatzNewsRoom,North America,"Breaking News, News, Music, Sports, Politics, Living, Interest, Relationship information, Entertainment, Business and more. World News with a unique perspective",27/11/2010 15:34,6848,994,28701,FALSE,25/7/2020 11:27,"Coronavirus updates: CDC finds 'prolonged illness' is common
#Europe
#China
#Infections
#Britain
#CDC
#LatinAmerica… https://t.co/gTRQA03BhZ","['Europe', 'China', 'Infections', 'Britain', 'CDC', 'LatinAmerica']",Twitter Web App,FALSE
Liu Bao Bei,,"Humans can be good, but it's going to take work.",2/4/2020 22:00,105,75,4451,FALSE,25/7/2020 11:27,"@RuDauntless It's reasonable.

Having lived in China, I have never considered him their leader. More like their cap… https://t.co/3E3o3eXye6",,Twitter for Android,FALSE
LiverpoolArePremierLeagueChamps👅💪🏼🇿🇦,Rusty dusty 014,Music Fanatic😍❤️🔥||Sound Tech/Engineer||I'm a Versatile Deejay||A Huge Fan Of 🥅⚽||God Fearing Being😇🙏🏼❤️||Legend in the making😎||Motho ke motho ka batho,3/12/2015 21:20,181,763,6051,FALSE,25/7/2020 11:27,"Music Heals Open Wounds(No Excuses Stop GBV) Mixtape by myself⬇️⬇️⬇️

https://t.co/F6h7DPTD4z

#pandemic
#StopGBV… https://t.co/tIVkAKEaXq","['pandemic', 'StopGBV']",Twitter for Android,FALSE
Robert Herriman (Outbreak News Today),"Tampa, FL","#Microbiologist,  #podcast host and #blogger #Christian #liberty #news #outbreaks #Independent",8/6/2009 2:16,3957,2468,1907,FALSE,25/7/2020 11:27,"#Florida #COVID19 cases top 400K, State partners with Target for 7 new testing sites https://t.co/Oc490PnDLd","['Florida', 'COVID19']",Twitter Web App,FALSE
3 Aces,,"Ordinary is fascinated by extraordinary, extraordinary is fascinated by ordinary",3/10/2016 8:06,739,499,17328,FALSE,25/7/2020 11:27,No treatment for #Covid19 but big push to get tested for it. Why?,['Covid19'],Twitter for iPhone,FALSE
"Sapna Kudchadkar, MD, PhD","Maryland, USA","Peds #ICU & #Anesthesia @HopkinsMedicine, @PICU_Up Director, Assoc Editor @PedCritCareMed, Study #PedsICU #sleep #delirium #ICUrehab, Mom, #COVID19 survivor.",8/11/2013 21:10,8840,1825,41007,TRUE,25/7/2020 11:27,"Laurent is the only active @NFL player who is also a med school grad.

He has been on the front lines of #COVID19.… https://t.co/nVX6fYslKu",['COVID19'],Twitter for iPhone,FALSE
